[2023-12-02 22:00:21] Loaded checkpoint ll_lb.pth.tar in local epoch 0 | best_loss_g: 0.003596362192183733 | best_loss_d_closest_to_half: 0.49932625889778137 | best_loss_d: 3.6259501712265774e-07 
[2023-12-02 22:10:02] Epoch 0/100 | Discriminator Loss: 0.022906 | Generator Loss: 5.396371
[2023-12-03 08:13:36] Epoch 74/100 | Discriminator Loss: 0.020369 | Generator Loss: 8.113256
[2023-12-03 08:21:18] Saved latest checkpoint ll_lb_latest.pth.tar
[2023-12-03 08:21:18] Saved Epoch 75/100 | Discriminator Loss: 0.326422 | Generator Loss: 12.834435
[2023-12-03 08:28:32] Epoch 76/100 | Discriminator Loss: 0.143369 | Generator Loss: 20.109486
[2023-12-03 08:36:53] Epoch 77/100 | Discriminator Loss: 0.004951 | Generator Loss: 6.064390
[2023-12-03 08:43:34] Epoch 78/100 | Discriminator Loss: 0.029086 | Generator Loss: 5.286267
[2023-12-03 08:49:37] Epoch 79/100 | Discriminator Loss: 0.011462 | Generator Loss: 6.259663
[2023-12-03 08:56:41] Epoch 80/100 | Discriminator Loss: 0.147858 | Generator Loss: 7.805570
[2023-12-03 09:04:30] Epoch 81/100 | Discriminator Loss: 0.035463 | Generator Loss: 5.324492
[2023-12-03 09:12:01] Epoch 82/100 | Discriminator Loss: 0.007937 | Generator Loss: 6.089380
[2023-12-03 09:20:08] Epoch 83/100 | Discriminator Loss: 0.024255 | Generator Loss: 6.826433
[2023-12-03 09:26:57] Epoch 84/100 | Discriminator Loss: 0.028576 | Generator Loss: 11.150616
[2023-12-03 09:35:49] Epoch 85/100 | Discriminator Loss: 0.024324 | Generator Loss: 6.392758
[2023-12-03 09:43:08] Epoch 86/100 | Discriminator Loss: 0.005258 | Generator Loss: 6.883319
[2023-12-03 09:46:33] Saved new best_loss_d_closest_to_half checkpoint ll_lb_best_loss_closest_to_half.pth.tar
[2023-12-03 09:46:33] Saved Epoch 87/100 | Discriminator Loss: 0.500287 | Generator Loss: 3.691875
[2023-12-03 09:50:28] Epoch 87/100 | Discriminator Loss: 0.005477 | Generator Loss: 10.008928
[2023-12-03 09:59:28] Epoch 88/100 | Discriminator Loss: 0.040027 | Generator Loss: 6.551116
[2023-12-03 10:07:51] Epoch 89/100 | Discriminator Loss: 0.000067 | Generator Loss: 28.823458
[2023-12-03 10:16:24] Epoch 90/100 | Discriminator Loss: 0.015052 | Generator Loss: 6.663443
[2023-12-03 10:25:17] Epoch 91/100 | Discriminator Loss: 0.030651 | Generator Loss: 4.990361
[2023-12-03 10:34:01] Epoch 92/100 | Discriminator Loss: 0.034099 | Generator Loss: 13.449722
[2023-12-03 10:41:08] Epoch 93/100 | Discriminator Loss: 0.007832 | Generator Loss: 5.788960
[2023-12-03 10:48:38] Epoch 94/100 | Discriminator Loss: 0.815958 | Generator Loss: 1.694705
[2023-12-03 10:57:21] Epoch 95/100 | Discriminator Loss: 0.002560 | Generator Loss: 6.404404
[2023-12-03 11:05:56] Epoch 96/100 | Discriminator Loss: 0.015221 | Generator Loss: 4.976398
[2023-12-03 11:11:42] Saved new best_loss_d checkpoint ll_lb_best_loss_d.pth.tar
[2023-12-03 11:11:42] Saved Epoch 97/100 | Discriminator Loss: 0.000000 | Generator Loss: 24.815266
[2023-12-03 11:14:56] Epoch 97/100 | Discriminator Loss: 0.024821 | Generator Loss: 6.563274
[2023-12-03 11:23:12] Epoch 98/100 | Discriminator Loss: 0.010739 | Generator Loss: 5.465415
[2023-12-03 11:32:07] Epoch 99/100 | Discriminator Loss: 0.000305 | Generator Loss: 9.604014
[2023-12-03 11:32:07] Epoch 100/100 | Discriminator Loss: 0.000305 | Generator Loss: 9.604014
[2023-12-03 11:32:10] Saved checkpoint ll_lb_terminated.pth.tar.
[2023-12-03 11:32:10] CUDA cache cleared. Exiting train.py...
