[2023-11-27 17:30:43] Loaded checkpoint with best_loss_d value of 0.0
[2023-11-27 17:35:30] Epoch 0/300 | Discriminator Loss: 0.0000 | Generator Loss: 51.5121
[2023-11-27 18:04:22] Epoch 39/300 | Discriminator Loss: 0.0000 | Generator Loss: 51.5417
[2023-11-27 18:05:06] Epoch 40/300 | Discriminator Loss: 0.0000 | Generator Loss: 51.4363
[2023-11-27 18:05:50] Epoch 41/300 | Discriminator Loss: 0.0000 | Generator Loss: 51.4815
[2023-11-27 18:06:34] Epoch 42/300 | Discriminator Loss: 0.0000 | Generator Loss: 51.5249
[2023-11-27 18:07:18] Epoch 43/300 | Discriminator Loss: 0.0000 | Generator Loss: 51.3568
[2023-11-27 18:08:02] Epoch 44/300 | Discriminator Loss: 0.0000 | Generator Loss: 51.4969
[2023-11-27 18:08:46] Epoch 45/300 | Discriminator Loss: 0.0000 | Generator Loss: 51.4868
[2023-11-27 18:09:29] Epoch 46/300 | Discriminator Loss: 0.0000 | Generator Loss: 51.5438
[2023-11-27 18:10:13] Epoch 47/300 | Discriminator Loss: 0.0000 | Generator Loss: 51.3870
[2023-11-27 18:10:57] Epoch 48/300 | Discriminator Loss: 0.0000 | Generator Loss: 51.4755
[2023-11-27 18:11:41] Epoch 49/300 | Discriminator Loss: 0.0000 | Generator Loss: 51.5012
[2023-11-27 18:12:27] Saved latest checkpoint to low_learn_small_batch_latest.pth.tar
[2023-11-27 18:12:27] Saved Epoch 50/300 | Discriminator Loss: 0.0000 | Generator Loss: 51.5028
[2023-11-27 18:13:11] Epoch 51/300 | Discriminator Loss: 0.0000 | Generator Loss: 51.4586
[2023-11-27 18:13:55] Epoch 52/300 | Discriminator Loss: 0.0000 | Generator Loss: 51.4822
[2023-11-27 18:14:39] Epoch 53/300 | Discriminator Loss: 0.0000 | Generator Loss: 51.4818
[2023-11-27 18:15:23] Epoch 54/300 | Discriminator Loss: 0.0000 | Generator Loss: 51.3896
[2023-11-27 18:16:08] Epoch 55/300 | Discriminator Loss: 0.0000 | Generator Loss: 51.4515
[2023-11-27 18:16:52] Epoch 56/300 | Discriminator Loss: 0.0000 | Generator Loss: 51.3907
[2023-11-27 18:17:36] Epoch 57/300 | Discriminator Loss: 0.0000 | Generator Loss: 51.5129
[2023-11-27 18:18:21] Epoch 58/300 | Discriminator Loss: 0.0000 | Generator Loss: 51.3863
[2023-11-27 18:19:06] Epoch 59/300 | Discriminator Loss: 0.0000 | Generator Loss: 51.4878
[2023-11-27 18:19:50] Epoch 60/300 | Discriminator Loss: 0.0000 | Generator Loss: 51.4531
[2023-11-27 18:20:35] Epoch 61/300 | Discriminator Loss: 0.0000 | Generator Loss: 51.4663
[2023-11-27 18:21:20] Epoch 62/300 | Discriminator Loss: 0.0000 | Generator Loss: 51.5444
[2023-11-27 18:22:05] Epoch 63/300 | Discriminator Loss: 0.0000 | Generator Loss: 51.4241
[2023-11-27 18:22:49] Epoch 64/300 | Discriminator Loss: 0.0000 | Generator Loss: 51.4758
[2023-11-27 18:23:34] Epoch 65/300 | Discriminator Loss: 0.0000 | Generator Loss: 51.3992
[2023-11-27 18:24:19] Epoch 66/300 | Discriminator Loss: 0.0000 | Generator Loss: 51.4472
[2023-11-27 18:25:03] Epoch 67/300 | Discriminator Loss: 0.0000 | Generator Loss: 51.4313
[2023-11-27 18:25:48] Epoch 68/300 | Discriminator Loss: 0.0000 | Generator Loss: 51.4464
[2023-11-27 18:26:32] Epoch 69/300 | Discriminator Loss: 0.0000 | Generator Loss: 51.4073
[2023-11-27 18:27:17] Epoch 70/300 | Discriminator Loss: 0.0000 | Generator Loss: 51.4208
[2023-11-27 18:28:02] Epoch 71/300 | Discriminator Loss: 0.0000 | Generator Loss: 51.3821
[2023-11-27 18:28:46] Epoch 72/300 | Discriminator Loss: 0.0000 | Generator Loss: 51.4336
[2023-11-27 18:29:31] Epoch 73/300 | Discriminator Loss: 0.0000 | Generator Loss: 51.3376
[2023-11-27 18:30:16] Epoch 74/300 | Discriminator Loss: 0.0000 | Generator Loss: 51.4089
[2023-11-27 18:31:03] Saved latest checkpoint to low_learn_small_batch_latest.pth.tar
[2023-11-27 18:31:03] Saved Epoch 75/300 | Discriminator Loss: 0.0000 | Generator Loss: 51.3776
[2023-11-27 18:31:48] Epoch 76/300 | Discriminator Loss: 0.0000 | Generator Loss: 51.4502
[2023-11-27 18:32:32] Epoch 77/300 | Discriminator Loss: 0.0000 | Generator Loss: 51.4243
[2023-11-27 18:33:17] Epoch 78/300 | Discriminator Loss: 0.0000 | Generator Loss: 51.4463
[2023-11-27 18:34:01] Epoch 79/300 | Discriminator Loss: 0.0000 | Generator Loss: 51.4482
[2023-11-27 18:34:45] Epoch 80/300 | Discriminator Loss: 0.0000 | Generator Loss: 51.4171
[2023-11-27 18:35:30] Epoch 81/300 | Discriminator Loss: 0.0000 | Generator Loss: 51.3291
[2023-11-27 18:36:14] Epoch 82/300 | Discriminator Loss: 0.0000 | Generator Loss: 51.4336
[2023-11-27 18:36:58] Epoch 83/300 | Discriminator Loss: 0.0000 | Generator Loss: 51.4218
[2023-11-27 18:37:43] Epoch 84/300 | Discriminator Loss: 0.0000 | Generator Loss: 51.3784
[2023-11-27 18:38:27] Epoch 85/300 | Discriminator Loss: 0.0000 | Generator Loss: 51.3916
[2023-11-27 18:39:12] Epoch 86/300 | Discriminator Loss: 0.0000 | Generator Loss: 51.3829
[2023-11-27 18:39:56] Epoch 87/300 | Discriminator Loss: 0.0000 | Generator Loss: 51.3119
[2023-11-27 18:40:40] Epoch 88/300 | Discriminator Loss: 0.0000 | Generator Loss: 51.3591
[2023-11-27 18:41:25] Epoch 89/300 | Discriminator Loss: 0.0000 | Generator Loss: 51.3426
[2023-11-27 18:42:09] Epoch 90/300 | Discriminator Loss: 0.0000 | Generator Loss: 51.3847
[2023-11-27 18:42:54] Epoch 91/300 | Discriminator Loss: 0.0000 | Generator Loss: 51.4286
[2023-11-27 18:43:39] Epoch 92/300 | Discriminator Loss: 0.0000 | Generator Loss: 51.4633
[2023-11-27 18:44:23] Epoch 93/300 | Discriminator Loss: 0.0000 | Generator Loss: 51.3068
[2023-11-27 18:45:08] Epoch 94/300 | Discriminator Loss: 0.0000 | Generator Loss: 51.3915
[2023-11-27 18:45:52] Epoch 95/300 | Discriminator Loss: 0.0000 | Generator Loss: 51.4210
[2023-11-27 18:46:37] Epoch 96/300 | Discriminator Loss: 0.0000 | Generator Loss: 51.3530
[2023-11-27 18:47:21] Epoch 97/300 | Discriminator Loss: 0.0000 | Generator Loss: 51.3783
[2023-11-27 18:48:05] Epoch 98/300 | Discriminator Loss: 0.0000 | Generator Loss: 51.3360
[2023-11-27 18:48:48] Epoch 99/300 | Discriminator Loss: 0.0000 | Generator Loss: 51.3064
[2023-11-27 18:49:32] Epoch 100/300 | Discriminator Loss: 0.0000 | Generator Loss: 51.3843
[2023-11-27 18:50:16] Epoch 101/300 | Discriminator Loss: 0.0000 | Generator Loss: 51.3578
[2023-11-27 18:51:00] Epoch 102/300 | Discriminator Loss: 0.0000 | Generator Loss: 51.3840
[2023-11-27 18:51:44] Epoch 103/300 | Discriminator Loss: 0.0000 | Generator Loss: 51.2955
[2023-11-27 18:52:17] Termination signal received. Saved checkpoint to low_learn_small_batch_terminated.pth.tar.
[2023-11-27 18:52:17] CUDA cache cleared. Exiting train.py...
